,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,DEFl,Soot,kWhour,EA14,EA15,EA16,EBO2,Reg16,CAN16
-68,C04 - SGC 1615,Gen start,44551,1:36:01.5,0,0,0,108,0,0, ,0,0,0,0,0,0,0,0,0,0,50,240,239,240,415,416,416,0,0,0,0,50,26.7,35.1,0,#####,#####,#####,10000001 0000,00000000 1000,MAN,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,0,0,100,10100100 00000000,,,,#####,#####,#####,0,,
-69,C03 - SGC 1618,Time stamp,44551,1:36:00.3,0,1500,42,110,9,0.97,L,50,240,239,240,414,415,416,78,66,61,50,239,240,239,417,417,418,0,0,0,0.014,48.2,27.4,40.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1499,25.1,75,28,5,0.14,#####,,,,,,,10111100,,11100,10100100 00000000,#####,#####,2896435,,,,,,
-70,C06 - SGB 1601,Time stamp,44551,1:36:00.1,0,1498,37,112,9,0.97,L,50,240,240,239,414,415,416,59,46,59,50,240,239,240,418,417,417,0,0,0,0.008,52.4,28.3,53.2,28.2,#####,#####,50,10010000 0100,01001100 0011,MAN,1498,12.2,82,44,3.84,0.08,,,,,,,,,,,10100100 00000000,,,,,,,,11111110 00000000,11111110 00000000
-71,C01 - SGB 1603,Time stamp,44551,1:36:00.1,0,1499,31,111,8,0.97,L,50,240,240,240,415,415,416,49,42,47,50,239,240,240,417,417,417,0,0,0,0.064,53,27.9,47.3,28,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,16.2,87,41,4.16,0.06,13,#####,#####,#####,#####,#####,#####,1111,11000000,0,10100100 00000000,,,,,,,,,
-72,C05 - SGC1616,Ready,44551,1:35:56.3,0,0,0,105,0,0, ,0,0,0,0,0,0,0,0,0,0,50,240,240,240,416,416,416,0,0,0,0,50,26.6,43.4,0,#####,#####,#####,10000000 0000,00000000 0001,MAN,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,10000100,10100100 00000000,,,2823374,,,,,,
-73,C05 - SGC1616,Gen stop,44551,1:35:32.6,0,1476,0,109,0,0, ,49,240,242,239,418,416,414,0,0,0,50,240,239,240,417,417,417,0,0,0,0,50,27.2,43.4,0,#####,#####,#####,10000000 0000,10000001 0001,MAN,1472,8.6,76,31,4.8,0.08,#####,,,,,,,10111100,,11100,10100100 00000000,,,2823374,,,,,,
-74,C05 - SGC1616,Terminal,44551,1:35:24.8,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75,C01 - SGB 1603,Time stamp,44551,1:35:00.3,0,1500,32,113,6,0.98,L,50,240,240,239,415,415,416,53,51,53,50,240,240,240,417,417,417,0,0,0,0.072,53.3,27.9,47.3,28,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,16.4,85,40,4.12,0.04,13,#####,#####,#####,#####,#####,#####,1111,11000000,0,10100100 00000000,,,,,,,,,
-76,C05 - SGC1616,Time stamp,44551,1:35:00.2,0,1500,0,111,0,0, ,50.2,239,240,237,416,413,412,0,0,0,50,239,240,239,417,417,417,0,0,0,0,50,27.2,43.4,0,#####,#####,#####,10000000 0000,10000001 0001,MAN,1506,33.6,76,32,4.68,0.08,#####,,,,,,,10111100,,11100,10100100 00000000,,,2823374,,,,,,
-77,C03 - SGC 1618,Time stamp,44551,1:35:00.2,0,1501,34,111,8,0.97,L,50,240,239,239,414,415,415,76,71,64,50,239,240,239,416,416,418,0,0,0,0.062,48.2,27.4,40,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1499,23.8,76,28,4.88,0.12,#####,,,,,,,10111100,,11100,10100100 00000000,#####,#####,2896434,,,,,,
-78,C06 - SGB 1601,Time stamp,44551,1:35:00.0,0,1498,45,113,10,0.98,L,50,240,240,239,415,415,416,76,63,71,50,240,239,240,418,417,418,0,0,0,-0.078,52.3,28.3,53.2,28.3,#####,#####,50,10010000 0100,01001100 0011,MAN,1501,14.7,80,42,3.8,0.1,,,,,,,,,,,10100100 00000000,,,,,,,,11111110 00000000,11111110 00000000
-79,C05 - SGC1616,Fault reset,44551,1:34:59.2,0,1504,0,114,0,0, ,50,237,237,236,410,410,411,0,0,0,50,240,240,239,417,416,417,0,0,0,0,50,27.2,43.4,0,#####,#####,#####,10000000 0000,10100001 0001,MAN,1499,34,76,32,4.76,0.08,#####,,,,,,,10111100,,11100,10100100 00000000,,,2823374,,,,,,
-80,C05 - SGC1616,Terminal,44551,1:34:59.1,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-81,C07 - SGJ-1500,Ready,44551,1:34:36.3,0,0,0,133,0,0, ,0,0,0,0,0,0,0,0,0,0,50,240,239,239,415,415,415,0,0,0,0,50,27.8,44.4,0,,,,01000001 0000,01100000 0000,MAN,0,0,85,53,0,0,0,41,#####,#####,27.8,,,11110000,,0,10100100 00000000,,,,,,,,,
-82,C07 - SGJ-1500,Fault reset,44551,1:34:36.2,0,0,0,133,0,0, ,0,0,0,0,0,0,0,0,0,0,50,240,240,240,416,416,416,0,0,0,0,50,27.8,44.4,0,,,,01000001 0000,01100000 0000,MAN,0,0,85,53,0,0,0,41,#####,#####,27.8,,,11110000,,0,10100100 00000000,,,,,,,,,
-83,C07 - SGJ-1500,Terminal,44551,1:34:36.2,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-84,C05 - SGC1616,SetpointChange,44551,1:34:28.8,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-85,C06 - SGB 1601,SetpointChange,44551,1:34:21.7,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-86,C06 - SGB 1601,SetpointChange,44551,1:34:21.5,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-87,C07 - SGJ-1500,SetpointChange,44551,1:34:02.9,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-88,C06 - SGB 1601,Time stamp,44551,1:34:00.3,0,1501,71,195,30,0.92,L,50,240,240,239,416,416,416,110,101,114,50,240,240,240,418,417,418,0,0,0,0.12,52.2,28.3,53.2,28.2,#####,#####,49,10010000 0100,01001100 0011,AUT,1500,18.6,80,42,3.68,0.08,,,,,,,,,,,10100100 00000000,,,,,,,,11111110 00000000,11111110 00000000
-89,C01 - SGB 1603,Time stamp,44551,1:34:00.3,0,1501,54,195,27,0.89,L,50,240,240,239,415,415,416,89,82,93,50,239,240,240,417,417,417,0,0,0,0.084,53.5,27.9,47.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,17,84,38,4.08,0.06,15,#####,#####,#####,#####,#####,#####,1111,11000000,0,10100100 00000000,,,,,,,,,
-90,C05 - SGC1616,Time stamp,44551,1:34:00.2,0,1466,0,195,0,0, ,49,241,241,241,416,416,418,0,0,0,50,240,240,239,417,416,416,0,0,0,0,50,27.2,43.4,0,#####,#####,#####,10000000 0000,10100001 0001,AUT,1470,14.1,76,32,4.84,0.1,#####,,,,,,,10111100,,11100,10100100 00000000,,,2823374,,,,,,
-91,C03 - SGC 1618,Time stamp,44551,1:34:00.1,0,1500,69,192,29,0.92,L,50,240,239,239,415,415,415,136,129,126,50,239,240,239,417,416,417,0,0,0,0.052,48.3,27.4,40,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1501,27.5,76,28,4.92,0.18,#####,,,,,,,10111100,,11100,10100100 00000000,#####,#####,2896433,,,,,,
-92,C07 - SGJ-1500,Wrn WaitToStartLmp,44551,1:33:58.8,0,0,0,192,0,0, ,0,0,0,0,0,0,0,0,0,0,50,240,239,239,415,415,415,0,0,0,0,50,27.8,44.9,0,,,,01000001 0000,01100000 0000,AUT,0,0,#####,#####,#####,#####,0,#####,#####,#####,0,,,11110000,,0,10100100 00000000,,,,,,,,,
-93,C07 - SGJ-1500,Wrn RedStopLamp,44551,1:33:58.8,0,0,0,192,0,0, ,0,0,0,0,0,0,0,0,0,0,50,240,239,239,415,415,415,0,0,0,0,50,27.8,44.9,0,,,,01000001 0000,01100000 0000,AUT,0,0,#####,#####,#####,#####,0,#####,#####,#####,0,,,11110000,,0,10100100 00000000,,,,,,,,,
-94,C07 - SGJ-1500,Wrn AmberLamp,44551,1:33:58.8,0,0,0,192,0,0, ,0,0,0,0,0,0,0,0,0,0,50,240,239,239,415,415,415,0,0,0,0,50,27.8,44.9,0,,,,01000001 0000,01100000 0000,AUT,0,0,#####,#####,#####,#####,0,#####,#####,#####,0,,,11110000,,0,10100100 00000000,,,,,,,,,
-95,C04 - SGC 1615,Ready,44551,1:33:51.3,0,0,0,127,0,0, ,0,0,0,0,0,0,0,0,0,0,50,240,239,240,415,415,415,0,0,0,0,50,26.8,36.1,0,#####,#####,#####,10000001 0000,00000000 0001,MAN,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,0,0,10000100,10100100 00000000,,,,#####,#####,#####,0,,
-96,C04 - SGC 1615,Fault reset,44551,1:33:50.5,0,0,0,124,0,0, ,0,0,0,0,0,0,0,0,0,0,50.1,241,240,240,416,416,416,0,0,0,0,50,26.8,36.1,0,#####,#####,#####,10000001 0000,00100000 0001,MAN,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,0,0,10000100,10100100 00000000,,,,#####,#####,#####,0,,
-97,C04 - SGC 1615,Terminal,44551,1:33:50.5,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-98,C07 - SGJ-1500,Not ready,44551,1:33:47.6,0,0,0,113,0,0, ,0,0,0,0,0,0,0,0,0,0,50,240,240,240,416,415,416,0,0,0,0,50,27.8,44.9,0,,,,01000001 0000,00100000 0000,AUT,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,,,0,,0,10100100 00000000,,,,,,,,,
-99,C06 - SGB 1601,Loaded,44551,1:33:42.8,0,1500,36,104,-27,0.81,C,50,240,240,239,415,415,416,68,68,71,50,240,239,239,418,417,418,0,0,0,0.262,52.3,28.3,53.2,28.2,#####,#####,50,10010000 0100,01001100 0011,AUT,1500,11.1,81,43,3.72,0.08,,,,,,,,,,,10100100 00000000,,,,,,,,11111110 00000000,11111110 00000000
-100,C06 - SGB 1601,Terminal,44551,1:33:37.1,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-101,C06 - SGB 1601,GCB closed,44551,1:33:36.1,0,1502,1,106,-4,0.32,L,50,240,239,239,415,415,416,46,45,46,50,240,239,239,418,417,417,0,0,0,0.09,50.7,28.3,53.2,28.2,#####,#####,50,10010000 0100,01011100 0011,AUT,1501,6.1,81,44,3.72,0.06,,,,,,,,,,,10100000 00000000,,,,,,,,11111110 00000000,11111110 00000000
-102,C06 - SGB 1601,Soft load,44551,1:33:36.0,0,1502,1,106,-4,0.32,L,50,240,239,239,415,415,416,46,45,46,50,240,239,239,418,417,417,0,0,0,0.09,50.7,28.3,53.2,28.2,#####,#####,50,10010000 0100,01011100 0011,AUT,1502,6.1,81,44,3.72,0.06,,,,,,,,,,,10100000 00000000,,,,,,,,11111110 00000000,11111110 00000000
-103,C06 - SGB 1601,Terminal,44551,1:33:32.9,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-104,C05 - SGC1616,Cooling,44551,1:33:32.6,0,1493,0,112,0,0, ,50.1,241,243,241,418,419,417,0,0,0,50,240,240,239,417,416,417,0,0,0,0,49.8,27.1,42.9,0,#####,#####,#####,10000000 0000,10110001 0111,AUT,1503,25,76,32,4.76,0.08,#####,,,,,,,10111100,,11100,10100000 00000000,,,2823374,,,,,,
-105,C05 - SGC1616,Stp Sync fail,44551,1:33:32.5,0,1480,0,112,0,0, ,49.4,241,240,240,417,415,419,0,0,0,50,240,240,239,417,417,416,0,0,0,1.224,49.9,27.1,42.9,0,#####,#####,#####,10000000 0000,10010001 0111,AUT,1480,14.5,76,32,4.76,0.1,#####,,,,,,,10111100,,11100,10100000 00000000,,,2823374,,,,,,
-106,C07 - SGJ-1500,Gen stop,44551,1:33:31.5,0,1499,0,113,0,0, ,50,239,239,240,414,414,415,0,0,0,50,240,239,239,417,417,417,0,0,0,0,50,28,44.9,28.2,,,,01000001 0000,01100000 0010,AUT,1500,16,84,38,4.28,0.1,10,38,#####,#####,27.4,,,11110000,,0,10100000 00000000,,,,,,,,,
-107,C04 - SGC 1615,Gen stop,44551,1:33:29.5,0,1500,0,110,0,0, ,50,242,241,242,419,418,419,0,0,0,50,240,239,239,416,417,417,0,0,0,0,50,27.4,36.1,0,#####,#####,#####,10000001 0000,10100001 0001,MAN,1499,21.3,74,30,4.56,0.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10100000 00000000,,,,#####,#####,#####,0,,
-108,C06 - SGB 1601,SyncStarted,44551,1:33:29.0,0,1500,0,111,0,0, ,50,238,239,238,413,413,413,0,0,0,50,240,239,239,418,417,418,0,0,0,0.1,50.1,28.3,53.2,28.2,#####,#####,50,00010000 0100,01001110 0001,AUT,1501,6.6,81,45,3.68,0.06,,,,,,,,,,,10100000 00000000,,,,,,,,11111110 00000000,11111110 00000000
-109,C06 - SGB 1601,Running,44551,1:33:28.9,0,1500,0,109,0,0, ,50,238,239,238,413,413,413,0,0,0,50,240,239,239,418,417,418,0,0,0,0.1,50,28.3,53.2,28.2,#####,#####,50,00010000 0100,01001111 0001,AUT,1500,6.6,81,45,3.68,0.06,,,,,,,,,,,10100000 00000000,,,,,,,,11111110 00000000,11111110 00000000
-110,C06 - SGB 1601,Fault reset,44551,1:33:28.9,0,1501,0,107,0,0, ,50,238,239,238,413,413,413,0,0,0,50,240,240,239,418,417,418,0,0,0,0.1,50,28.3,53.2,28.2,#####,#####,50,00010000 0100,01001111 0001,AUT,1501,6.6,81,45,3.68,0.06,,,,,,,,,,,10100000 00000000,,,,,,,,11111110 00000000,11111110 00000000
-111,C06 - SGB 1601,Terminal,44551,1:33:28.8,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112,C07 - SGJ-1500,Time stamp,44551,1:33:00.3,0,1499,0,77,0,0, ,50,239,239,240,414,414,415,0,0,0,50,240,239,239,417,416,417,0,0,0,0,50,27.9,44.9,28.1,,,,01000001 0000,01100000 0010,AUT,1500,16,84,39,4.28,0.12,10,38,#####,#####,27.5,,,11110000,,0,10100000 00000000,,,,,,,,,
-113,C06 - SGB 1601,Time stamp,44551,1:33:00.2,0,1500,0,78,0,0, ,50,238,238,238,412,413,414,0,0,0,50,241,239,239,418,416,418,0,0,0,0.1,50,28.3,53.2,28.2,#####,#####,50,00010000 0100,01001111 0001,AUT,1501,6.4,78,47,3.64,0.08,,,,,,,,,,,10100000 00000000,,,,,,,,11111110 00000000,11111110 00000000
-114,C04 - SGC 1615,Time stamp,44551,1:33:00.2,0,1500,0,77,0,0, ,50,241,241,242,419,418,419,0,0,0,50,240,239,239,416,417,417,0,0,0,0,50,27.4,36.1,0,#####,#####,#####,10000001 0000,10100001 0001,MAN,1500,20.6,74,30,4.52,0.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10100000 00000000,,,,#####,#####,#####,0,,
-115,C01 - SGB 1603,Time stamp,44551,1:33:00.2,0,1500,34,76,22,0.84,L,50,240,240,239,415,414,416,65,63,70,50,240,240,241,417,418,418,0,0,0,0.062,53.8,27.9,47.3,28,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,16.2,84,40,4.12,0.04,13,#####,#####,#####,#####,#####,#####,1111,11000000,0,10100000 00000000,,,,,,,,,
-116,C05 - SGC1616,Time stamp,44551,1:33:00.1,0,1484,0,75,0,0, ,49.8,244,242,241,421,416,422,0,0,0,50,240,240,239,418,417,416,0,0,0,1.036,49.5,27.1,42.9,0,#####,#####,#####,10000000 0000,10010001 0111,AUT,1495,28.9,76,33,4.68,0.08,#####,,,,,,,10111100,,11100,10100000 00000000,,,2823374,,,,,,
-117,C03 - SGC 1618,Time stamp,44551,1:33:00.1,0,1501,43,75,26,0.86,L,50,240,239,239,414,415,415,78,78,69,50,240,240,239,417,416,418,0,0,0,0.018,48.4,27.4,40,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1499,25.8,76,29,4.88,0.14,#####,,,,,,,10111100,,11100,10100000 00000000,#####,#####,2896432,,,,,,
-118,C01 - SGB 1603,Loaded,44551,1:32:41.7,0,1502,35,75,-29,0.76,C,50,240,240,239,415,415,416,75,75,77,50,240,240,240,417,417,417,0,0,0,0.156,53.7,27.9,47.3,28,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,17,84,42,4.08,0.04,13,#####,#####,#####,#####,#####,#####,1111,11000000,0,10100000 00000000,,,,,,,,,
-119,C01 - SGB 1603,GCB closed,44551,1:32:38.2,0,1498,1,77,0,0.91, ,50,241,241,240,416,416,417,33,31,35,50,240,240,240,418,418,417,0,0,0,-0.016,50.7,27.9,47.3,27.9,#####,#####,#####,10010001 0100,01011100 0011,AUT,1501,16,84,43,4,0.06,12,#####,#####,#####,#####,#####,#####,1111,11000000,0,00100000 00000000,,,,,,,,,
-120,C01 - SGB 1603,Soft load,44551,1:32:38.1,0,1498,1,77,0,0.91, ,50,241,241,240,416,416,417,33,31,35,50,240,240,240,418,418,417,0,0,0,-0.016,50.7,27.9,47.3,27.9,#####,#####,#####,10010001 0100,01011100 0011,AUT,1502,16,84,43,4,0.06,12,#####,#####,#####,#####,#####,#####,1111,11000000,0,00100000 00000000,,,,,,,,,
-121,C01 - SGB 1603,BinaryUnstable,44551,1:32:37.4,0,Binary input 8 unstable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122,C01 - SGB 1603,Terminal,44551,1:32:37.1,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123,C01 - SGB 1603,BinaryUnstable,44551,1:32:30.2,0,Binary input 8 unstable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-124,C01 - SGB 1603,SyncStarted,44551,1:32:30.0,0,1498,0,82,0,0, ,50,240,239,238,413,412,415,0,0,0,49.9,239,240,240,417,418,417,0,0,0,0,50,27.9,47.3,28,#####,#####,#####,00010001 0100,01001110 0001,AUT,1498,16,85,44,4.08,0.06,12,#####,#####,#####,#####,#####,#####,1111,11000000,0,00100000 00000000,,,,,,,,,
-125,C01 - SGB 1603,Running,44551,1:32:30.0,0,1499,0,77,0,0, ,50,239,239,238,413,412,414,0,0,0,50,240,240,240,417,417,417,0,0,0,0,50,27.9,47.3,27.9,#####,#####,#####,00010001 0100,01001111 0001,AUT,1500,16.2,85,44,4.08,0.06,12,#####,#####,#####,#####,#####,#####,1111,11000000,0,00100000 00000000,,,,,,,,,
-126,C01 - SGB 1603,Fault reset,44551,1:32:29.9,0,1498,0,80,0,0, ,50,240,239,238,413,412,415,0,0,0,50,240,240,240,417,417,417,0,0,0,0,50,27.9,47.3,27.9,#####,#####,#####,00010001 0100,01001111 0001,AUT,1501,16.2,85,44,4.08,0.06,12,#####,#####,#####,#####,#####,#####,1111,11000000,0,00100000 00000000,,,,,,,,,
-127,C01 - SGB 1603,Terminal,44551,1:32:29.9,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-128,C04 - SGC 1615,SetpointChange,44551,1:32:25.9,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-129,C04 - SGC 1615,SetpointChange,44551,1:32:25.6,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-130,C07 - SGJ-1500,Time stamp,44551,1:32:00.2,0,1499,0,90,0,0, ,50,239,239,239,413,414,415,0,0,0,49.9,240,239,239,417,416,416,0,0,0,0,50,27.8,44.9,28.1,,,,01000001 0000,01100000 0010,AUT,1499,16.2,86,41,4.24,0.12,9,38,#####,#####,27.8,,,11110000,,0,00100000 00000000,,,,,,,,,
-131,C01 - SGB 1603,Time stamp,44551,1:32:00.2,0,1501,0,89,0,0, ,50,240,238,238,413,411,414,0,0,0,49.9,239,240,239,417,417,417,0,0,0,0,50,27.9,47.3,27.9,#####,#####,#####,00010001 0100,01001111 0001,AUT,1501,16,85,51,4,0.08,11,#####,#####,#####,#####,#####,#####,1111,11000000,0,00100000 00000000,,,,,,,,,
-132,C06 - SGB 1601,Time stamp,44551,1:32:00.1,0,1500,0,89,0,0, ,50,238,238,238,411,413,413,0,0,0,49.9,240,239,239,417,416,417,0,0,0,0.1,50,28.3,53.2,28.2,#####,#####,50,00010000 0100,01001111 0001,AUT,1501,6.2,85,58,3.4,0.1,,,,,,,,,,,00100000 00000000,,,,,,,,11111110 00000000,11111110 00000000
-133,C04 - SGC 1615,Time stamp,44551,1:32:00.1,0,1500,0,84,0,0, ,50,242,241,242,419,418,419,0,0,0,50,240,239,239,416,417,417,0,0,0,0,50,27.4,36.1,0,#####,#####,#####,10000001 0000,10100001 0001,AUT,1500,20.4,76,32,4.36,0.12,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,00100000 00000000,,,,#####,#####,#####,0,,
-134,C05 - SGC1616,Time stamp,44551,1:32:00.0,0,1450,0,84,0,0, ,48.4,238,238,238,411,413,414,0,0,0,50.1,240,240,239,417,416,416,0,0,0,1.072,47.6,27.1,42.4,0,#####,#####,#####,10000000 0000,10010001 0111,AUT,1449,18.3,76,33,4.68,0.1,#####,,,,,,,10111100,,11100,00100000 00000000,,,2823374,,,,,,
-135,C03 - SGC 1618,Time stamp,44551,1:32:00.0,0,1501,84,84,81,0.72,L,50.1,241,240,240,415,415,416,174,167,158,50.1,239,240,240,417,417,418,0,0,0,0,48.3,27.3,39.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1502,29.7,76,30,4.84,0.2,#####,,,,,,,10111100,,11100,00100000 00000000,#####,#####,2896431,,,,,,
-136,C05 - SGC1616,SyncStarted,44551,1:31:32.5,0,1507,0,180,0,0, ,50.2,232,232,231,402,401,402,0,0,0,49.2,216,226,222,384,393,377,0,0,0,0,43.1,27,42.4,0,#####,#####,#####,10000000 0000,10010001 0111,AUT,1504,32,74,34,4.76,0.1,#####,,,,,,,10111100,,11100,00100000 00000000,,,2823374,,,,,,
-137,C03 - SGC 1618,GCB closed,44551,1:31:32.2,0,1455,128,0,99,0.79,L,48.7,195,207,202,347,359,340,547,379,343,48.7,171,202,190,327,354,301,0,0,0,0,48.5,27.2,39,0,#####,#####,#####,00100000 0000,10011001 0111,AUT,1460,22.2,73,31,4.8,0.08,#####,,,,,,,10111100,,11100,00000000 00000000,#####,#####,2896430,,,,,,
-138,C03 - SGC 1618,Loaded,44551,1:31:32.2,0,1455,128,0,99,0.79,L,48.7,195,207,202,347,359,340,547,379,343,48.7,171,202,190,327,354,301,0,0,0,0,48.5,27.2,39,0,#####,#####,#####,00100000 0000,10011001 0111,AUT,1456,22.2,73,31,4.8,0.08,#####,,,,,,,10111100,,11100,00000000 00000000,#####,#####,2896430,,,,,,
-139,C07 - SGJ-1500,Cooling,44551,1:31:31.5,0,1581,156,0,36,0.97,L,55.1,195,213,204,354,368,337,0,0,0,42.9,69,83,68,142,144,119,0,0,0,0,57.4,27.9,44.9,28.2,,,,01000001 0000,01100100 0010,AUT,1617,154.4,88,44,3.64,2.3,99,38,#####,#####,27.8,,,11110000,,0,00000000 00000000,,,,,,,,,
-140,C07 - SGJ-1500,GCB open ext,44551,1:31:31.4,0,1382,266,397,62,0.97,L,51.5,136,149,145,245,260,240,0,0,0,43.1,70,92,67,160,160,118,0,0,0,0.486,70.5,27.8,44.9,28.1,,,,01000001 0000,01010001 0010,AUT,1460,150,88,44,3.64,2.3,99,38,#####,#####,27.8,,,11110000,,0,00000010 00000000,,,,,,,,,
-141,C07 - SGJ-1500,Stp GCB fail,44551,1:31:31.4,0,1382,348,487,81,0.97,L,49.3,127,119,124,212,207,222,0,0,0,42.4,70,98,64,171,170,115,0,0,0,0.486,70.1,28.1,44.9,28.4,,,,01000001 0000,01010001 0010,AUT,1408,150,88,44,3.64,2.3,99,38,#####,#####,27.8,,,11110000,,0,00000010 00000000,,,,,,,,,
-142,C06 - SGB 1601,Other CB trip,44551,1:31:31.4,0,1525,0,397,0,0, ,50.4,236,236,237,408,411,411,0,0,0,43.1,88,89,90,153,156,155,0,0,0,0.1,50,28.3,53.2,28.2,#####,#####,49,00010000 0100,01001111 0001,AUT,1513,5.2,89,64,3.36,0.32,,,,,,,,,,,00000010 00000000,,,,,,,,11111110 00000000,11111110 00000000
-143,C05 - SGC1616,Other CB trip,44551,1:31:31.4,0,1485,0,304,0,0, ,49.4,234,234,235,404,406,407,0,0,0,43.1,87,86,87,149,152,151,0,0,0,0,42.4,27,42.4,0,#####,#####,#####,10000000 0000,10010001 0111,AUT,1483,14.9,74,34,4.68,0.08,#####,,,,,,,10111100,,11100,00000010 00000000,,,2823374,,,,,,
-144,C04 - SGC 1615,Other CB trip,44551,1:31:31.4,0,1514,0,304,0,0, ,50.4,248,248,248,430,430,430,0,0,0,43.1,87,88,88,151,154,152,0,0,0,0,50,27.4,36.1,0,#####,#####,#####,10000001 0000,10100001 0001,AUT,1513,20,78,33,4.36,0.44,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,00000010 00000000,,,,#####,#####,#####,0,,
-145,C03 - SGC 1618,Other CB trip,44551,1:31:31.4,0,1500,0,397,0,0, ,50,238,238,238,412,412,413,0,0,0,43.1,87,88,88,150,153,152,0,0,0,0,44.3,27.2,39,0,#####,#####,#####,00000000 0000,10010001 0111,AUT,1500,22.6,73,31,4.88,0.08,#####,,,,,,,10111100,,11100,00000010 00000000,#####,#####,2896430,,,,,,
-146,C02 - SGC 1617,Other CB trip,44551,1:31:31.4,0,0,0,304,0,0, ,0,0,0,0,0,0,0,0,0,0,43.1,72,73,74,125,127,127,0,0,0,0,50,25.8,38.5,0,#####,#####,#####,10000000 1000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,0,0,100,00000010 00000000,#####,#####,2163338,#####,#####,#####,0,,
