,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,DEFl,Soot,kWhour,EA14,EA15,EA16,EBO2,VPI1,Reg16,CAN16
-65,C03 - SGC 1618,Time stamp,44409,17:06:00.0,0,1500,16,95,5,0.95,L,50,240,239,239,415,415,415,26,26,28,50,240,240,239,417,417,418,0,0,0,0.02,49,27.3,60.5,0,#####,#####,#####,00100000 0000,10010001 0111,MAN,1498,22,74,47,4.2,0.08,#####,,,,,,,10111100,,11100,11111100 00000000,#####,#####,1992483,,,,,,,
-66,C02 - SGC 1617,Time stamp,44409,17:05:00.2,0,1500,24,91,1,1,R,50,240,240,240,416,415,417,48,46,48,50,240,240,239,417,416,417,0,0,0,0,48,27.3,53.7,0,#####,#####,#####,10100000 1000,10010001 0111,MAN,1499,23.1,73,43,5.36,0.08,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111100 00000000,#####,#####,1364293,#####,#####,#####,0,,,
-67,C01 - SGB 1603,Time stamp,44409,17:05:00.2,0,1499,11,90,3,0.95,L,50,240,241,240,415,415,416,24,22,28,50,240,240,240,417,417,417,0,0,0,0.04,51.1,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,MAN,1498,16.2,85,49,4.48,0.02,10,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111100 00000000,,,,,,,,,,
-68,C06 - SGB 1601,Time stamp,44409,17:05:00.1,0,1500,17,88,3,0.98,L,50,244,244,244,423,423,424,42,36,42,50,244,244,244,426,425,425,0,0,0,0.05,57.6,28.3,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,7.3,84,52,3.92,0.06,,,,,,,,,,,11111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-69,C05 - SGP 1309,Time stamp,44409,17:05:00.1,0,1499,11,,0,1,R,50,244,245,243,422,422,422,0,21,0,50,245,244,244,425,425,425,0,0,0,0.054,62.9,28.1,63.4,27.3,#####,#####,#####,00000000 0011,10010010 0001,MAN,1499,16,85,51,4.52,0.06,9,51,#####,#####,27.7,#####,#####,11110000,0,0,,51,277,,#####,#####,#####,0,0,,
-70,C04 - SGC 1615,Time stamp,44409,17:05:00.0,0,1500,17,86,2,0.99,L,50,240,240,240,416,415,416,33,31,35,50,240,239,240,417,417,418,0,0,0,0,48.1,27.3,58.6,0,#####,#####,#####,10100001 0000,10010001 0111,MAN,1500,19.9,78,50,4.64,0.08,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111100 00000000,,,,#####,#####,#####,0,,,
-71,C03 - SGC 1618,Time stamp,44409,17:05:00.0,0,1500,12,88,2,0.97,L,50,240,240,240,415,415,416,30,30,31,50,240,240,239,417,417,418,0,0,0,0.034,49.2,27.3,60.5,0,#####,#####,#####,00100000 0000,10010001 0111,MAN,1499,21.9,75,48,4.2,0.08,#####,,,,,,,10111100,,11100,11111100 00000000,#####,#####,1992483,,,,,,,
-72,C05 - SGP 1309,Time stamp,44409,17:04:00.4,0,1499,14,,-7,0.88,C,50,243,244,242,421,421,421,20,25,18,50,244,244,244,424,425,424,0,0,0,0.06,63.4,28.2,63.4,27.2,#####,#####,#####,00000000 0011,10010010 0001,MAN,1499,16,85,52,4.44,0.08,9,51,#####,#####,27.7,#####,#####,11110000,0,0,,51,277,,#####,#####,#####,0,0,,
-73,C06 - SGB 1601,Time stamp,44409,17:04:00.3,0,1500,14,89,2,0.99,L,50,244,244,243,422,422,423,37,31,40,50,244,243,244,425,424,424,0,0,0,0,57.2,28.2,65.4,28.2,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,7.1,82,54,3.92,0.06,,,,,,,,,,,11111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-74,C04 - SGC 1615,Time stamp,44409,17:04:00.3,0,1499,13,88,3,0.96,L,50,240,239,240,416,415,416,20,18,20,50,240,239,239,416,417,417,0,0,0,0.022,47.7,27.3,58.6,0,#####,#####,#####,10100001 0000,10010001 0111,MAN,1500,20,80,51,4.52,0.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111100 00000000,,,,#####,#####,#####,0,,,
-75,C03 - SGC 1618,Time stamp,44409,17:04:00.2,0,1500,14,90,4,0.95,L,50,240,239,239,415,415,415,30,28,30,50,240,240,239,417,417,418,0,0,0,0.02,48.8,27.3,60.5,0,#####,#####,#####,00100000 0000,10010001 0111,MAN,1500,21.5,77,48,4.12,0.1,#####,,,,,,,10111100,,11100,11111100 00000000,#####,#####,1992483,,,,,,,
-76,C02 - SGC 1617,Time stamp,44409,17:04:00.1,0,1499,21,89,3,0.99,L,50,239,240,240,416,415,416,33,33,30,50,240,240,239,416,417,417,0,0,0,0.016,47.6,27.3,53.7,0,#####,#####,#####,10100000 1000,10010001 0111,MAN,1499,23.2,69,44,5.4,0.06,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111100 00000000,#####,#####,1364293,#####,#####,#####,0,,,
-77,C01 - SGB 1603,Time stamp,44409,17:04:00.1,0,1499,11,91,8,0.78,L,50,240,240,239,415,415,416,31,28,36,50,240,240,240,417,417,417,0,0,0,0.058,51,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,MAN,1501,16.2,86,50,4.4,0,9,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111100 00000000,,,,,,,,,,
-78,C06 - SGB 1601,Time stamp,44409,17:03:00.3,0,1500,31,146,-89,0.33,C,50,244,243,243,421,422,423,130,128,123,50,243,243,243,424,424,424,0,0,0,0.148,57.3,27.9,65.4,28,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,9.2,81,56,3.84,0.06,,,,,,,,,,,11111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-79,C05 - SGP 1309,Time stamp,44409,17:03:00.2,0,1499,21,,45,0.42,L,50,243,244,242,421,421,421,66,66,64,50,244,244,243,425,424,424,0,0,0,0.062,61.1,28.1,63.9,27.1,#####,#####,#####,00000000 0011,10010010 0001,MAN,1499,16.2,85,53,4.6,0.1,10,51,#####,#####,27.5,#####,#####,11110000,0,0,,51,275,,#####,#####,#####,0,0,,
-80,C04 - SGC 1615,Time stamp,44409,17:03:00.2,0,1501,26,149,27,0.68,L,50,240,240,241,417,416,417,51,50,46,50,240,240,240,417,418,418,0,0,0,0.004,48,27.3,58.6,0,#####,#####,#####,10100001 0000,10010001 0111,MAN,1499,21,82,51,4.48,0.12,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111100 00000000,,,,#####,#####,#####,0,,,
-81,C03 - SGC 1618,Time stamp,44409,17:03:00.1,0,1500,27,149,22,0.77,L,50,241,240,240,416,416,417,55,51,51,50,240,240,240,418,417,419,0,0,0,0.014,49.3,27.3,60.5,0,#####,#####,#####,00100000 0000,10010001 0111,MAN,1501,22.6,79,49,4.08,0.12,#####,,,,,,,10111100,,11100,11111100 00000000,#####,#####,1992482,,,,,,,
-82,C02 - SGC 1617,Time stamp,44409,17:03:00.1,0,1499,23,148,31,0.61,L,50,240,240,240,416,415,417,64,61,55,50,241,240,239,417,417,418,0,0,0,0.034,47.8,27.2,53.2,0,#####,#####,#####,10100000 1000,10010001 0111,MAN,1500,24.8,66,44,5.6,0.08,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111100 00000000,#####,#####,1364293,#####,#####,#####,0,,,
-83,C01 - SGB 1603,Time stamp,44409,17:03:00.0,0,1500,21,149,1,1,R,50,241,240,240,415,415,416,42,41,49,50,240,240,240,418,417,418,0,0,0,0.06,50.8,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,MAN,1500,16,86,50,4.2,0.04,10,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111100 00000000,,,,,,,,,,
-84,C06 - SGB 1601,Loaded,44409,17:02:58.6,0,1501,28,159,-138,0.2,C,50,243,243,243,421,421,422,197,197,186,50,243,243,243,424,423,424,0,0,0,0.192,56.9,27.9,65.4,28,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,8.4,81,56,3.84,0.06,,,,,,,,,,,11111100 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-85,C06 - SGB 1601,GCB closed,44409,17:02:53.5,0,1501,3,147,-19,0.18,C,50,243,243,243,421,421,422,56,57,51,50,243,243,243,424,424,424,0,0,0,0.104,52.6,27.8,65.4,28,#####,#####,#####,10010001 0100,01011100 0011,AUT,1498,5.7,81,56,3.84,0.04,,,,,,,,,,,11111000 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-86,C06 - SGB 1601,Soft load,44409,17:02:53.5,0,1501,5,153,-18,0.27,C,50,243,243,243,421,421,422,54,57,48,50,243,243,243,424,424,424,0,0,0,0.104,52.6,27.8,65.4,28,#####,#####,#####,10010001 0100,01011100 0011,AUT,1499,5.7,81,56,3.84,0.04,,,,,,,,,,,11111000 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-87,C06 - SGB 1601,Terminal,44409,17:02:47.8,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-88,C06 - SGB 1601,SyncStarted,44409,17:02:45.9,0,1501,0,148,0,0, ,50.1,238,238,238,412,413,414,0,0,0,50,244,244,244,425,424,424,0,0,0,0.1,50,27.7,65.4,27.9,#####,#####,#####,00010001 0000,01001000 0011,AUT,1502,5.7,80,58,3.84,0.02,,,,,,,,,,,11111000 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-89,C06 - SGB 1601,Running,44409,17:02:40.8,0,1500,0,157,0,0, ,50.1,238,238,238,412,413,414,0,0,0,50,243,244,243,425,424,424,0,0,0,0.1,50,27.5,65.4,27.8,#####,#####,#####,00010001 0000,01001000 0001,AUT,1500,5.7,80,59,3.84,0,,,,,,,,,,,11111000 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-90,C06 - SGB 1601,Idle run,44409,17:02:30.8,0,381,0,169,0,0, ,0,0,0,0,0,0,0,0,0,0,50.1,245,245,245,425,425,424,0,0,0,0.1,50,23.1,65.4,23.4,#####,#####,#####,00010001 0000,11001000 0001,AUT,389,6.4,79,60,0.04,0,,,,,,,,,,,11111000 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-91,C06 - SGB 1601,Terminal,44409,17:02:25.5,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-92,C06 - SGB 1601,Terminal,44409,17:02:25.2,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-93,C04 - SGC 1615,ForceValue,44409,17:02:23.9,0,ForceValue(1) OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-94,C06 - SGB 1601,Gen PMS start,44409,17:02:23.7,0,0,0,103,0,0, ,0,0,0,0,0,0,0,0,0,0,50,244,244,244,424,423,423,0,0,0,0.1,50,26.5,65.4,0,#####,#####,#####,00010001 0000,00000000 1001,AUT,0,0,79,58,0.04,0,,,,,,,,,,,11111000 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-95,C06 - SGB 1601,Ready,44409,17:02:23.6,0,0,0,103,0,0, ,0,0,0,0,0,0,0,0,0,0,50,244,244,244,424,423,423,0,0,0,0.1,50,26.5,65.9,0,#####,#####,#####,00010001 0000,00000000 0001,AUT,0,0,79,58,0.04,0,,,,,,,,,,,11111000 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-96,C06 - SGB 1601,Fault reset,44409,17:02:22.1,0,0,0,100,0,0, ,0,0,0,0,0,0,0,0,0,0,50,244,244,244,424,423,424,0,0,0,0.1,50,26.5,65.9,0,#####,#####,#####,00010001 0000,00000001 0001,AUT,0,0,79,58,0.12,0,,,,,,,,,,,11111000 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-97,C06 - SGB 1601,Terminal,44409,17:02:22.1,0,T=MB2 FaultReset command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-98,C06 - SGB 1601,Gen stop,44409,17:02:06.0,0,1500,0,92,0,0, ,50,238,238,238,412,413,413,0,0,0,50,243,243,244,425,424,424,0,0,0,0.1,50,28.3,65.9,28.2,#####,#####,#####,00010001 0100,01001111 0001,AUT,1501,5.8,79,56,3.76,0.06,,,,,,,,,,,11111000 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-99,C02 - SGC 1617,Time stamp,44409,17:02:00.3,0,1501,16,93,19,0.64,L,50,240,240,240,416,415,417,35,33,28,50,240,240,239,417,417,417,0,0,0,0.016,47.8,27.2,52.7,0,#####,#####,#####,10100000 1000,10010001 0111,MAN,1500,25,62,44,5.6,0.06,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111000 00000000,#####,#####,1364292,#####,#####,#####,0,,,
-100,C01 - SGB 1603,Time stamp,44409,17:02:00.3,0,1499,15,94,4,0.96,L,50,241,240,239,415,415,416,39,35,44,50,240,240,240,417,418,417,0,0,0,0.068,51.1,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,MAN,1501,16,85,52,4.36,0.04,11,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111000 00000000,,,,,,,,,,
-101,C06 - SGB 1601,Time stamp,44409,17:02:00.2,0,1500,0,95,0,0, ,50,238,238,238,412,413,414,0,0,0,50,244,244,244,425,424,424,0,0,0,0.1,50,28.3,65.9,28.2,#####,#####,#####,00010001 0100,01001111 0001,AUT,1500,5.8,79,57,3.76,0.06,,,,,,,,,,,11111000 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-102,C05 - SGP 1309,Time stamp,44409,17:02:00.2,0,1500,17,,6,0.94,L,50,243,244,242,421,421,421,25,26,26,50,244,244,244,425,425,424,0,0,0,0.068,62.9,28,63.9,27.3,#####,#####,#####,00000000 0011,10010010 0001,MAN,1500,16.2,84,55,4.6,0.08,9,51,#####,#####,27.7,#####,#####,11110000,0,0,,51,277,,#####,#####,#####,0,0,,
-103,C04 - SGC 1615,Time stamp,44409,17:02:00.2,0,1500,19,95,12,0.85,L,50,240,240,240,416,415,416,40,36,36,50,240,239,240,416,417,418,0,0,0,0.026,48,27.3,58.6,0,#####,#####,#####,10100001 0000,10010001 0111,MAN,1500,20.9,86,52,4.2,0.12,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,11111000 00000000,,,,#####,#####,#####,0,,,
-104,C03 - SGC 1618,Time stamp,44409,17:02:00.1,0,1499,24,95,14,0.86,L,50,240,240,240,415,415,416,41,35,36,50,240,240,239,417,417,418,0,0,0,0.038,49.1,27.3,60.5,0,#####,#####,#####,00100000 0000,10010001 0111,MAN,1500,23,81,49,3.92,0.12,#####,,,,,,,10111100,,11100,11111000 00000000,#####,#####,1992482,,,,,,,
-105,C05 - SGP 1309,SetpointChange,44409,17:01:49.1,0,T=INT CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-106,C04 - SGC 1615,SetpointChange,44409,17:01:42.5,0,T=INT CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-107,C03 - SGC 1618,SetpointChange,44409,17:01:35.0,0,T=INT CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-108,C01 - SGB 1603,SetpointChange,44409,17:01:18.7,0,T=INT CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-109,C01 - SGB 1603,Loaded,44409,17:01:12.9,0,1501,9,35,-9,0.74,C,50,240,240,239,415,415,415,31,31,33,50,240,240,240,417,417,417,0,0,0,0.06,50.9,28,69.3,28.1,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,16,85,54,4.24,0.02,10,#####,#####,#####,#####,#####,#####,1111,11000000,0,11111000 00000000,,,,,,,,,,
-110,C01 - SGB 1603,GCB closed,44409,17:01:10.3,0,1505,4,43,-4,0.68,L,50,240,240,239,415,415,416,55,52,59,50,239,240,240,417,417,417,0,0,0,0.064,50.3,28,69.3,28.1,#####,#####,#####,10010001 0100,01011100 0011,AUT,1505,16.6,86,54,4.2,0.04,9,#####,#####,#####,#####,#####,#####,1111,11000000,0,01111000 00000000,,,,,,,,,,
-111,C01 - SGB 1603,Soft load,44409,17:01:10.3,0,1505,0,43,-3,0.03,L,50,240,240,239,415,415,415,67,63,67,50,239,240,240,417,417,417,0,0,0,0.064,50.3,28,69.3,28.1,#####,#####,#####,10010001 0100,01011100 0011,AUT,1506,16.6,86,54,4.2,0.04,9,#####,#####,#####,#####,#####,#####,1111,11000000,0,01111000 00000000,,,,,,,,,,
-112,C05 - SGP 1309,ForceValue,44409,17:01:09.5,0,ForceValue(3) OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-113,C01 - SGB 1603,SyncStarted,44409,17:01:01.4,0,1501,0,45,0,0, ,50,239,239,239,412,414,414,0,0,0,50,239,240,239,417,417,416,0,0,0,0,50,28,69.3,28.1,#####,#####,#####,00010001 0100,01001110 0001,AUT,1499,16,86,54,4.36,0.04,9,#####,#####,#####,#####,#####,#####,1111,11000000,0,01111000 00000000,,,,,,,,,,
-114,C01 - SGB 1603,Running,44409,17:01:01.3,0,1500,0,43,0,0, ,50,239,239,240,412,415,415,0,0,0,50,239,240,239,417,417,417,0,0,0,0,50,28,69.3,28.1,#####,#####,#####,00010001 0100,01001111 0001,AUT,1501,16,86,54,4.4,0.04,9,#####,#####,#####,#####,#####,#####,1111,11000000,0,01111000 00000000,,,,,,,,,,
-115,C01 - SGB 1603,Fault reset,44409,17:01:01.2,0,1500,0,41,0,0, ,50,239,239,239,412,414,415,0,0,0,50,239,240,239,417,417,417,0,0,0,0,50,28,69.3,28.1,#####,#####,#####,00010001 0100,01001111 0001,AUT,1498,16,86,54,4.4,0.04,9,#####,#####,#####,#####,#####,#####,1111,11000000,0,01111000 00000000,,,,,,,,,,
-116,C02 - SGC 1617,Time stamp,44409,17:01:00.3,0,1500,0,49,15,-0.03,C,50,239,239,240,415,414,416,21,25,21,50,240,240,239,417,416,417,0,0,0,0.07,47.3,27.2,52.2,0,#####,#####,#####,10100000 1000,10010001 0111,MAN,1500,26.1,58,45,5.8,0.04,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,01111000 00000000,#####,#####,1364292,#####,#####,#####,0,,,
-117,C06 - SGB 1601,Time stamp,44409,17:01:00.2,0,1501,0,46,0,0, ,50.1,238,238,238,412,412,413,0,0,0,50,243,243,243,424,423,424,0,0,0,0.1,50,28.3,65.9,28.2,#####,#####,#####,00010001 0100,01001111 0001,AUT,1501,5.7,84,62,3.48,0.06,,,,,,,,,,,01111000 00000000,,,,,,,,,11111110 00000000,11111110 00000000
-118,C05 - SGP 1309,Time stamp,44409,17:01:00.2,0,1500,6,,-15,0.39,C,50,243,244,242,421,420,420,25,21,25,50,244,243,243,423,424,424,0,0,0,0.076,62.4,28,63.9,27.2,#####,#####,#####,00000000 0011,10010010 0001,AUT,1500,16.2,85,56,4.44,0.08,9,51,#####,#####,27.7,#####,#####,11110000,0,0,,51,277,,#####,#####,#####,0,0,,
-119,C01 - SGB 1603,Time stamp,44409,17:01:00.2,0,1502,0,46,0,0, ,50,240,239,238,413,412,414,0,0,0,50,239,240,239,417,417,417,0,0,0,0,50,28,69.3,28.1,#####,#####,#####,00010001 0100,01001111 0001,AUT,1501,16.2,86,54,4.4,0.04,10,#####,#####,#####,#####,#####,#####,1111,11000000,0,01111000 00000000,,,,,,,,,,
-120,C04 - SGC 1615,Time stamp,44409,17:01:00.1,0,1501,11,48,-6,0.86,C,50,240,240,240,416,415,416,23,18,18,50,240,239,239,416,417,417,0,0,0,0.04,47.7,27.3,58.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,19.4,91,53,4.08,0.12,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,01111000 00000000,,,,#####,#####,#####,0,,,
-121,C03 - SGC 1618,Time stamp,44409,17:01:00.0,0,1500,31,48,27,0.75,L,50,240,239,240,415,415,416,59,58,58,50,240,240,239,417,416,418,0,0,0,0.056,49.1,27.3,60.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1500,23.4,86,50,3.8,0.14,#####,,,,,,,10111100,,11100,01111000 00000000,#####,#####,1992482,,,,,,,
-122,C03 - SGC 1618,Loaded,44409,17:00:55.2,0,1500,16,47,18,0.65,L,50,240,239,240,415,415,416,41,41,35,50,239,240,239,417,416,418,0,0,0,0.126,49.6,27.3,60.5,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1501,21.6,86,50,3.88,0.1,#####,,,,,,,10111100,,11100,01111000 00000000,#####,#####,1992482,,,,,,,
-123,C02 - SGC 1617,SetpointChange,44409,17:00:53.3,0,T=INT CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-124,C03 - SGC 1618,GCB closed,44409,17:00:52.8,0,1508,13,27,2,0.99,C,50,240,240,239,415,415,415,71,82,86,50,239,240,239,416,417,417,0,0,0,0.12,49.7,27.2,60.5,0,#####,#####,#####,00100000 0000,10011001 0111,AUT,1497,21.1,87,50,3.8,0.1,#####,,,,,,,10111100,,11100,01011000 00000000,#####,#####,1992482,,,,,,,
-125,C03 - SGC 1618,Soft load,44409,17:00:52.8,0,1508,8,57,2,0.95,C,50,240,240,239,415,415,415,158,144,86,50,239,240,239,416,417,417,0,0,0,0.12,49.7,27.2,60.5,0,#####,#####,#####,00100000 0000,10011001 0111,AUT,1504,21.1,87,50,3.8,0.1,#####,,,,,,,10111100,,11100,01011000 00000000,#####,#####,1992482,,,,,,,
-126,C03 - SGC 1618,SyncStarted,44409,17:00:41.0,0,1500,0,35,0,0, ,50,241,240,240,416,416,417,0,0,0,50,239,240,239,416,416,417,0,0,0,0,50,27.3,60.5,0,#####,#####,#####,00000000 0000,10000001 0101,AUT,1500,21.1,88,51,3.76,0.1,#####,,,,,,,10111100,,11100,01011000 00000000,#####,#####,1992482,,,,,,,
-127,C03 - SGC 1618,Running,44409,17:00:40.9,0,1500,0,36,0,0, ,50,241,240,240,416,416,417,0,0,0,50,239,240,239,416,416,417,0,0,0,0,50,27.3,60.5,0,#####,#####,#####,00000000 0000,10100001 0001,AUT,1499,21,88,51,3.76,0.1,#####,,,,,,,10111100,,11100,01011000 00000000,#####,#####,1992482,,,,,,,
-128,C03 - SGC 1618,Fault reset,44409,17:00:40.9,0,1500,0,36,0,0, ,50,241,240,240,416,416,417,0,0,0,50,239,240,239,416,416,417,0,0,0,0,50,27.3,60.5,0,#####,#####,#####,00000000 0000,10100001 0001,AUT,1500,21,88,51,3.76,0.1,#####,,,,,,,10111100,,11100,01011000 00000000,#####,#####,1992482,,,,,,,
-129,C04 - SGC 1615,Loaded,44409,17:00:40.6,0,1503,13,28,12,0.73,L,50,239,239,240,415,415,415,31,33,36,50,239,239,239,415,417,416,0,0,0,-0.014,48.7,27.3,58.6,0,#####,#####,#####,10100001 0000,10011001 0111,AUT,1499,19.3,93,54,4.04,0.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,01011000 00000000,,,,#####,#####,#####,0,,,
-130,C04 - SGC 1615,GCB closed,44409,17:00:40.5,0,1495,-3,16,10,-0.36,L,50,239,239,240,415,415,416,56,64,56,50,239,239,239,415,416,416,0,0,0,0.014,49.1,27.3,58.6,0,#####,#####,#####,10100001 0000,10011001 0111,AUT,1500,19,93,54,4.04,0.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,01001000 00000000,,,,#####,#####,#####,0,,,
-131,C04 - SGC 1615,Soft load,44409,17:00:40.5,0,1495,0,16,8,-0.01,L,50,239,239,240,415,415,416,89,86,84,50,239,239,239,415,416,416,0,0,0,0.014,49.1,27.3,58.6,0,#####,#####,#####,10100001 0000,10011001 0111,AUT,1498,19,93,54,4.04,0.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,01001000 00000000,,,,#####,#####,#####,0,,,
-132,C04 - SGC 1615,SyncStarted,44409,17:00:32.9,0,1500,0,31,0,0, ,50,241,241,241,418,417,418,0,0,0,50,239,238,238,414,415,415,0,0,0,0,50,27.3,58.6,0,#####,#####,#####,10000001 0000,10000001 0101,AUT,1500,18.6,93,54,4,0.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,01001000 00000000,,,,#####,#####,#####,0,,,
-133,C04 - SGC 1615,Running,44409,17:00:32.8,0,1500,0,30,0,0, ,50,241,241,241,418,417,418,0,0,0,50,239,238,238,414,415,415,0,0,0,0,50,27.3,58.6,0,#####,#####,#####,10000001 0000,10100001 0001,AUT,1500,18.7,93,54,4,0.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,01001000 00000000,,,,#####,#####,#####,0,,,
-134,C04 - SGC 1615,Fault reset,44409,17:00:32.8,0,1499,0,30,0,0, ,50,241,241,241,418,417,418,0,0,0,50,239,238,238,414,415,415,0,0,0,0,50,27.3,58.6,0,#####,#####,#####,10000001 0000,10100001 0001,AUT,1501,18.7,93,54,4,0.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,01001000 00000000,,,,#####,#####,#####,0,,,
-135,C02 - SGC 1617,Loaded,44409,17:00:21.6,0,1500,30,49,71,0.39,L,50,239,239,239,415,414,416,114,111,99,50,240,239,239,416,416,416,0,0,0,0.176,46.9,27,51.7,0,#####,#####,#####,10100000 1000,10010001 0111,AUT,1499,32.4,56,47,5.92,0.04,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,01001000 00000000,#####,#####,1364292,#####,#####,#####,0,,,
-136,C02 - SGC 1617,GCB closed,44409,17:00:15.5,0,1503,9,98,25,0.33,L,50,240,240,240,417,416,417,79,63,56,50,239,239,238,415,415,416,0,0,0,0.084,51.1,26.9,51.7,0,#####,#####,#####,10100000 1000,10011001 0111,AUT,1498,26.2,56,48,6,0.02,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,00001000 00000000,#####,#####,1364292,#####,#####,#####,0,,,
-137,C02 - SGC 1617,Soft load,44409,17:00:15.5,0,1503,9,98,25,0.33,L,50,240,240,240,417,416,417,79,63,56,50,239,239,238,415,415,416,0,0,0,0.084,51.1,26.9,51.7,0,#####,#####,#####,10100000 1000,10011001 0111,AUT,1498,26.2,56,48,6,0.02,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,00001000 00000000,#####,#####,1364292,#####,#####,#####,0,,,
-138,C02 - SGC 1617,SyncStarted,44409,17:00:13.2,0,1497,0,122,0,0, ,49.9,246,246,246,427,426,427,0,0,0,50,236,238,235,413,412,409,0,0,0,0,50,26.8,51.7,0,#####,#####,#####,10000000 1000,10000001 0111,AUT,1498,25.4,56,49,5.96,0.02,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,00001000 00000000,#####,#####,1364292,#####,#####,#####,0,,,
