,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,TotRun,DEFl,Soot,Reg16,CAN16,kWhour
-991,C07 - SGJ1500,Time stamp,8/13/2022,5:01:00.0,0,1501,293,1944,191,0.84,L,49.9,240,240,240,416,416,417,491,511,488,49.9,240,240,240,418,418,418,0,0,0,0.082,54.8,27.7,60.5,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1499,71.5,86,52,4.04,0.92,55,48,#####,#####,27.4,,,11110000,,0,,,,,,,
-992,C07 - SGJ1500,Time stamp,8/13/2022,5:00:00.3,0,1501,306,2044,195,0.84,L,50.1,241,241,240,417,417,418,497,529,505,50.1,241,240,241,418,419,419,0,0,0,0.08,54.8,27.7,60.5,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1502,77.4,87,53,4.08,1.04,58,48,#####,#####,27.4,,,11110000,,0,,,,,,,
-993,C05 - SGC1616,Time stamp,8/13/2022,5:00:00.3,0,1502,380,2047,234,0.85,L,50.1,240,240,240,416,415,417,795,355,712,50.1,240,240,240,418,417,418,0,0,0,0,50.7,26.9,55.6,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1503,112.9,83,45,4.12,1.26,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147809
-994,C04 - SGC 1615,Time stamp,8/13/2022,5:00:00.1,0,1502,386,2063,247,0.84,L,50,240,240,240,416,414,416,672,638,613,50,240,239,239,417,417,417,0,0,0,-0.004,47.2,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,94.7,81,40,3.88,1.02,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-995,C02 - SGF 1560,Time stamp,8/13/2022,5:00:00.1,0,1500,307,,201,0.84,L,50,239,240,240,415,414,415,519,510,513,50,239,239,239,416,415,416,0,0,0,0.094,53.3,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1501,75.7,88,47,4.2,1.04,57,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,1302,#####,32768,11111110 00000000,11111110 00000000,
-996,C07 - SGJ1500,Time stamp,8/13/2022,4:59:00.2,0,1500,327,2121,197,0.86,L,50,241,240,240,416,416,417,525,549,534,50,240,240,241,418,418,419,0,0,0,0.08,54.9,27.7,60,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1500,82.8,87,53,4,1.08,61,48,#####,#####,27.3,,,11110000,,0,,,,,,,
-997,C05 - SGC1616,Time stamp,8/13/2022,4:59:00.2,0,1500,394,2117,250,0.84,L,50,240,240,239,415,414,416,856,380,760,50,240,240,240,417,417,417,0,0,0,0.028,50.5,26.8,55.6,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,115.5,82,45,4.12,1.26,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147803
-998,C04 - SGC 1615,Time stamp,8/13/2022,4:59:00.0,0,1500,391,2106,243,0.85,L,50,240,240,240,416,414,416,697,651,639,50,240,239,239,417,417,417,0,0,0,0.008,47.3,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,97.1,81,40,3.92,1.02,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-999,C02 - SGF 1560,Time stamp,8/13/2022,4:59:00.0,0,1499,323,,194,0.86,L,50,239,239,239,414,414,415,523,512,522,50,239,239,238,416,415,415,0,0,0,0.064,53.3,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1498,80.2,88,47,4.2,1.1,60,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,1323,#####,32768,11111110 00000000,11111110 00000000,
-1000,C04 - SGC 1615,Time stamp,8/13/2022,4:58:00.3,0,1501,381,2061,247,0.84,L,50,240,240,240,416,415,416,687,643,626,50,240,239,240,417,417,417,0,0,0,0.044,47.2,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,93.9,81,40,3.96,1,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-1001,C02 - SGF 1560,Time stamp,8/13/2022,4:58:00.3,0,1500,314,,203,0.84,L,50,239,239,239,414,414,415,537,522,520,50,238,239,238,415,415,415,0,0,0,0.078,53.3,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1500,75.1,88,47,4.2,1.1,58,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,1319,#####,32768,11111110 00000000,11111110 00000000,
-1002,C07 - SGJ1500,Time stamp,8/13/2022,4:58:00.2,0,1499,315,2100,195,0.85,L,50.1,241,241,240,416,417,418,489,511,492,50.1,241,240,241,418,418,419,0,0,0,0.064,54.8,27.7,60,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1500,81.5,87,53,4.04,1.08,60,48,#####,#####,27.4,,,11110000,,0,,,,,,,
-1003,C05 - SGC1616,Time stamp,8/13/2022,4:58:00.1,0,1501,382,2074,242,0.85,L,50.1,240,240,239,416,414,417,808,365,718,50.1,240,240,240,418,417,418,0,0,0,-0.01,50.5,26.8,55.6,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1503,114,81,45,4.24,1.26,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147797
-1004,C04 - SGC 1615,Time stamp,8/13/2022,4:57:00.2,0,1501,397,2142,252,0.84,L,49.9,239,240,240,416,414,415,711,673,654,49.9,240,239,239,416,417,417,0,0,0,0.046,47.2,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,98.9,82,40,3.92,1.06,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-1005,C02 - SGF 1560,Time stamp,8/13/2022,4:57:00.2,0,1499,321,,204,0.85,L,50,239,239,239,414,413,414,511,503,508,50,238,238,238,415,415,415,0,0,0,0.074,53.2,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1497,79.4,88,47,4.16,1.1,60,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,1342,#####,32768,11111110 00000000,11111110 00000000,
-1006,C07 - SGJ1500,Time stamp,8/13/2022,4:57:00.1,0,1501,320,2120,203,0.84,L,50,241,241,240,417,417,418,533,555,535,50,241,240,241,418,419,419,0,0,0,0.072,54.7,27.7,60,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1502,82.3,87,53,4.08,1.08,62,48,#####,#####,27.4,,,11110000,,0,,,,,,,
-1007,C05 - SGC1616,Time stamp,8/13/2022,4:57:00.0,0,1499,400,2131,249,0.85,L,50,240,240,239,415,414,416,848,387,759,50,240,240,239,418,416,417,0,0,0,-0.018,50.5,26.9,55.1,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1498,119.3,80,45,4.24,1.3,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147790
-1008,C05 - SGC1616,Time stamp,8/13/2022,4:56:00.3,0,1497,398,2163,272,0.82,L,49.9,239,239,239,414,414,416,839,392,757,49.9,240,240,239,417,416,417,0,0,0,0.004,50.3,26.9,55.1,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1495,119.3,79,45,4.28,1.24,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147783
-1009,C04 - SGC 1615,Time stamp,8/13/2022,4:56:00.1,0,1494,396,2137,240,0.86,L,49.9,239,239,240,415,414,415,674,630,610,49.9,239,239,239,416,416,416,0,0,0,0.042,47.4,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,98.4,82,40,3.8,1,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-1010,C07 - SGJ1500,Time stamp,8/13/2022,4:56:00.1,0,1495,330,2137,201,0.85,L,49.9,241,240,240,416,416,417,514,546,517,49.9,241,240,240,418,418,419,0,0,0,0.082,55.1,27.7,60,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1495,84.7,87,53,3.92,1.06,64,48,#####,#####,27.5,,,11110000,,0,,,,,,,
-1011,C02 - SGF 1560,Time stamp,8/13/2022,4:56:00.1,0,1497,331,,188,0.87,L,49.9,239,239,239,415,414,415,543,535,543,49.9,239,239,239,416,415,416,0,0,0,0.08,53,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1498,83.8,88,47,4.16,1.08,61,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,1363,#####,32768,11111110 00000000,11111110 00000000,
-1012,C07 - SGJ1500,Time stamp,8/13/2022,4:55:00.3,0,1500,315,2119,205,0.84,L,50,241,240,240,416,416,417,507,538,517,50,240,240,240,418,418,418,0,0,0,0.124,54.9,27.7,60,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1500,80.4,87,54,3.96,1.08,60,48,#####,#####,27.4,,,11110000,,0,,,,,,,
-1013,C05 - SGC1616,Time stamp,8/13/2022,4:55:00.3,0,1500,388,2119,256,0.84,L,50,239,240,239,415,414,416,836,393,745,50,240,240,239,417,416,417,0,0,0,0.042,50.6,26.9,54.6,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,114.7,77,44,4.48,1.24,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147777
-1014,C04 - SGC 1615,Time stamp,8/13/2022,4:55:00.1,0,1501,395,2114,261,0.84,L,50.1,240,240,240,416,415,416,698,656,643,50.1,240,239,239,417,417,417,0,0,0,0.036,47.1,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,98.3,83,41,3.84,1.08,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
-1015,C02 - SGF 1560,Time stamp,8/13/2022,4:55:00.0,0,1502,317,,221,0.82,L,50.1,239,240,239,415,415,415,547,525,533,50.1,239,239,239,416,416,416,0,0,0,0.118,52.9,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1501,78.7,88,47,4.12,1.1,58,#####,#####,#####,#####,#####,#####,101110,,0,11011110 00000000,1399,#####,32768,11111110 00000000,11111110 00000000,
-1016,C05 - SGC1616,Loaded,8/13/2022,4:54:17.2,0,1504,393,2109,145,0.94,L,50.1,240,240,239,415,414,416,783,369,712,50.1,240,240,239,418,416,417,0,0,0,1.178,51.3,26.6,54.2,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1505,120.3,73,47,4.48,0.92,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147772
-1017,C05 - SGC1616,GCB closed,8/13/2022,4:54:06.9,0,1500,-29,2155,10,-0.95,C,50.1,239,239,238,413,412,414,182,116,169,50.1,238,238,238,414,414,414,0,0,0,0.004,49.6,26.2,54.2,0,#####,#####,#####,10100000 0000,10011001 0111,AUT,1515,24.3,72,48,4.68,0.08,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,4147772
-1018,C05 - SGC1616,Soft load,8/13/2022,4:54:06.9,0,1500,-46,2161,18,-0.93,C,50.1,239,239,238,413,412,414,222,64,287,50.1,238,238,238,415,414,414,0,0,0,0.004,49.6,26.2,54.2,0,#####,#####,#####,10100000 0000,10011001 0111,AUT,1519,24.3,72,48,4.68,0.08,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,4147772
-1019,C02 - SGF 1560,Time stamp,8/13/2022,4:54:00.3,0,1501,399,,270,0.83,L,50,239,239,239,415,414,415,681,657,640,50,239,239,239,416,415,416,0,0,0,0.06,52.7,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1501,99.5,88,49,4.04,1.5,72,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1467,#####,32768,11111110 00000000,11111110 00000000,
-1020,C07 - SGJ1500,Time stamp,8/13/2022,4:54:00.2,0,1499,400,2148,278,0.82,L,50,241,241,240,417,417,418,683,679,645,50,241,240,241,419,419,420,0,0,0,0.07,55.8,27.7,59.5,0,#####,#####,#####,01100001 0000,01010001 0010,AUT,1499,100.3,88,55,3.92,1.46,72,48,#####,#####,27.4,,,11110000,,0,,,,,,,
-1021,C05 - SGC1616,Time stamp,8/13/2022,4:54:00.2,0,1499,0,2150,0,0, ,50,239,240,239,415,414,415,0,0,0,50,238,238,238,414,414,413,0,0,0,0.016,50,26,54.2,0,#####,#####,#####,10000000 0000,10010001 0111,AUT,1499,25.7,73,51,4.72,0.08,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,4147772
-1022,C04 - SGC 1615,Time stamp,8/13/2022,4:54:00.0,0,1499,495,2161,331,0.83,L,50,240,240,240,416,414,416,876,816,794,50,240,239,239,417,416,417,0,0,0,0.062,47.3,27.4,48.3,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1498,120.3,83,42,3.84,1.32,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1023,C05 - SGC1616,SyncStarted,8/13/2022,4:53:59.4,0,1499,0,2153,0,0, ,49.9,240,240,239,415,414,415,0,0,0,50,238,238,237,414,413,413,0,0,0,0,50.1,25.9,54.2,0,#####,#####,#####,10000000 0000,10000001 0111,AUT,1498,26.1,74,51,4.64,0.08,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,4147772
-1024,C05 - SGC1616,Running,8/13/2022,4:53:54.3,0,803,0,2091,0,0, ,26.8,17,17,17,29,29,29,0,0,0,50,238,239,238,413,412,412,0,0,0,0,50,25.3,54.2,24.8,#####,#####,#####,10000000 0000,10000000 0001,AUT,803,7.5,81,54,2,0,#####,,,,,,,10111100,,10100,11010110 00000000,,,,,,4147772
-1025,C05 - SGC1616,Idle run,8/13/2022,4:53:49.3,0,370,0,2096,0,0, ,0,4,3,4,6,8,7,0,0,0,50.1,239,239,238,414,413,413,0,0,0,0,50,22.3,54.2,21.7,#####,#####,#####,10000000 0000,11000000 0000,AUT,370,12.5,83,56,0,0,#####,,,,,,,10111100,,10100,11010110 00000000,,,,,,4147772
-1026,C05 - SGC1616,Wrn AmberLamp,8/13/2022,4:53:45.9,0,0,0,2212,0,0, ,0,0,0,0,0,0,0,0,0,0,50,239,239,238,413,413,412,0,0,0,0,50,26,54.2,0,#####,#####,#####,10000000 0000,10000000 0000,AUT,0,0,83,56,0,0,#####,,,,,,,10111100,,100,11010110 00000000,,,,,,4147772
-1027,C05 - SGC1616,Gen PMS start,8/13/2022,4:53:44.3,0,0,0,2218,0,0, ,0,0,0,0,0,0,0,0,0,0,50,238,238,238,412,412,411,0,0,0,0,50,26,54.2,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,11010110 00000000,,,,,,4147772
-1028,C04 - SGC 1615,Time stamp,8/13/2022,4:53:00.3,0,1503,476,2096,339,0.81,L,50.1,240,240,240,416,415,416,872,809,790,50.1,240,239,240,417,417,417,0,0,0,0.014,46.9,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,111.7,83,42,3.8,1.28,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1029,C02 - SGF 1560,Time stamp,8/13/2022,4:53:00.3,0,1504,384,,284,0.81,L,50.1,239,239,239,414,414,415,696,679,659,50.1,239,239,239,416,415,416,0,0,0,0.094,52.7,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1502,93.6,89,48,4.04,1.46,69,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1459,#####,32768,11111110 00000000,11111110 00000000,
-1030,C04 - SGC 1615,Time stamp,8/13/2022,4:52:00.2,0,1498,505,2215,335,0.83,L,49.9,239,239,239,415,414,415,879,821,805,50,239,239,239,416,416,416,0,0,0,-0.008,47.4,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,123.3,83,42,3.68,1.34,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1031,C02 - SGF 1560,Time stamp,8/13/2022,4:52:00.2,0,1498,404,,273,0.83,L,50,239,239,239,414,413,415,678,658,648,50,238,239,238,415,415,415,0,0,0,0.066,53,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1498,100.1,89,48,4.08,1.54,72,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1479,#####,32768,11111110 00000000,11111110 00000000,
-1032,C02 - SGF 1560,Time stamp,8/13/2022,4:51:00.2,0,1502,389,,273,0.82,L,50,239,239,239,414,413,414,689,664,662,50,239,239,238,415,415,415,0,0,0,0.088,52.8,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1500,97.2,89,48,4.04,1.46,69,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1452,#####,32768,11111110 00000000,11111110 00000000,
-1033,C04 - SGC 1615,Time stamp,8/13/2022,4:51:00.1,0,1500,487,2120,332,0.83,L,50,239,240,240,416,415,415,867,814,797,50,239,239,239,416,417,416,0,0,0,-0.008,47.2,27.4,48.3,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,119,83,42,3.76,1.32,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1034,C04 - SGC 1615,Time stamp,8/13/2022,4:50:00.1,0,1498,488,2154,336,0.82,L,50,240,239,240,416,414,415,853,796,782,50,239,239,239,416,416,416,0,0,0,-0.008,47.1,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,120.9,83,42,3.84,1.32,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1035,C02 - SGF 1560,Time stamp,8/13/2022,4:50:00.1,0,1499,391,,276,0.82,L,50,239,239,239,415,414,415,681,650,645,50,239,239,238,416,415,416,0,0,0,0.074,52.8,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1501,98,89,48,4.08,1.46,70,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1458,#####,32768,11111110 00000000,11111110 00000000,
-1036,C02 - SGF 1560,Time stamp,8/13/2022,4:49:00.4,0,1496,389,,262,0.83,L,50,239,239,240,414,414,415,676,651,638,50,239,239,239,415,415,416,0,0,0,0.124,52.8,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1500,97.4,89,48,4.12,1.4,69,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1459,#####,32768,11111110 00000000,11111110 00000000,
-1037,C04 - SGC 1615,Time stamp,8/13/2022,4:49:00.3,0,1497,482,2080,324,0.83,L,49.9,239,239,239,415,413,415,891,840,817,49.9,239,239,239,416,416,416,0,0,0,0.034,47.3,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,118.1,82,42,3.84,1.28,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1038,C04 - SGC 1615,Time stamp,8/13/2022,4:48:00.3,0,1499,491,2110,320,0.84,L,50,240,240,240,416,414,416,877,821,795,50,240,239,239,416,416,416,0,0,0,0.036,47.3,27.4,48.3,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,119.5,82,42,3.92,1.34,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1039,C02 - SGF 1560,Time stamp,8/13/2022,4:48:00.3,0,1502,397,,260,0.84,L,50,239,239,239,414,414,415,684,655,652,50,239,239,238,415,415,415,0,0,0,0.072,53.2,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1500,98.5,88,48,4.08,1.48,71,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1430,#####,32768,11111110 00000000,11111110 00000000,
-1040,C04 - SGC 1615,Time stamp,8/13/2022,4:47:00.2,0,1501,433,1836,316,0.81,L,49.9,239,240,240,416,414,415,813,761,742,49.9,239,239,239,416,416,416,0,0,0,-0.03,46.6,27.4,48.3,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,102.3,81,41,3.88,1.12,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1041,C02 - SGF 1560,Time stamp,8/13/2022,4:47:00.2,0,1501,332,,270,0.78,L,49.9,239,239,239,414,413,414,613,590,581,49.9,238,238,238,415,415,415,0,0,0,0.178,52.6,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1498,82.8,88,47,4.16,1.16,60,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1370,#####,32768,11111110 00000000,11111110 00000000,
-1042,C04 - SGC 1615,Time stamp,8/13/2022,4:46:00.2,0,1499,425,1793,312,0.81,L,50,239,240,240,416,415,416,768,724,707,50,240,239,239,416,416,417,0,0,0,-0.01,47.1,27.4,48.3,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,102.9,81,41,3.96,1.14,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1043,C02 - SGF 1560,Time stamp,8/13/2022,4:46:00.2,0,1502,327,,261,0.78,L,50,239,239,239,414,414,415,601,580,573,50,239,239,238,415,415,415,0,0,0,0.08,52.9,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1501,81.7,88,47,4.12,1.16,61,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1392,#####,32768,11111110 00000000,11111110 00000000,
-1044,C02 - SGF 1560,Time stamp,8/13/2022,4:45:00.1,0,1502,375,,263,0.82,L,50,239,239,239,414,414,415,648,618,616,50,239,239,239,416,415,416,0,0,0,0.074,53.1,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1502,92.1,89,48,4.16,1.38,68,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1436,#####,32768,11111110 00000000,11111110 00000000,
-1045,C04 - SGC 1615,Time stamp,8/13/2022,4:45:00.0,0,1502,455,2030,329,0.81,L,50,240,240,240,416,415,416,836,783,765,50,240,239,239,417,417,417,0,0,0,0.024,46.9,27.4,48.3,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,113.3,81,41,3.92,1.24,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1046,C04 - SGC 1615,Time stamp,8/13/2022,4:44:00.3,0,1499,445,1983,307,0.82,L,50,239,239,240,415,414,415,772,719,694,50,239,239,240,416,417,416,0,0,0,0.002,46.9,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1498,108.1,80,41,3.96,1.16,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1047,C02 - SGF 1560,Time stamp,8/13/2022,4:44:00.1,0,1501,364,,247,0.83,L,50,239,239,239,414,414,414,637,609,597,50,238,238,239,415,416,416,0,0,0,0.128,53.1,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1499,90,88,48,4.2,1.3,65,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1338,#####,32768,11111110 00000000,11111110 00000000,
-1048,C05 - SGC1616,Ready,8/13/2022,4:43:45.0,0,0,0,2071,0,0, ,0,0,0,0,0,0,0,0,0,0,50,238,238,238,412,412,412,0,0,0,0,50,26.5,56.6,0,#####,#####,#####,10000000 0000,00000000 0001,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,10000100,11010110 00000000,,,,,,4147772
-1049,C05 - SGC1616,Gen PMS stop,8/13/2022,4:43:21.4,0,1499,0,2024,0,0, ,50,239,240,239,414,414,415,0,0,0,50,238,238,238,415,414,414,0,0,0,0,50,27.1,56.6,0,#####,#####,#####,10000000 0000,10000001 0001,AUT,1499,20.7,75,43,4.56,0.08,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,4147772
-1050,C04 - SGC 1615,Time stamp,8/13/2022,4:43:00.3,0,1498,428,1880,300,0.82,L,50,240,239,240,415,414,416,758,709,691,50,240,239,239,416,417,417,0,0,0,0.004,47.2,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,107,79,41,4.04,1.14,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1051,C02 - SGF 1560,Time stamp,8/13/2022,4:43:00.3,0,1498,347,,244,0.82,L,50,239,239,239,415,414,415,618,601,594,50,239,239,239,416,415,416,0,0,0,0.07,53.3,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1502,87,88,47,4.24,1.24,64,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1319,#####,32768,11111110 00000000,11111110 00000000,
-1052,C05 - SGC1616,Time stamp,8/13/2022,4:43:00.2,0,1500,0,1886,0,0, ,50,239,239,239,414,413,415,0,0,0,50,238,238,237,414,414,413,0,0,0,0,50,27.1,56.6,0,#####,#####,#####,10000000 0000,10000001 0001,AUT,1499,21.7,75,43,4.56,0.08,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,4147772
-1053,C02 - SGF 1560,Time stamp,8/13/2022,4:42:00.3,0,1501,344,,239,0.82,L,50,239,239,239,415,414,415,598,582,582,50,239,239,239,416,415,416,0,0,0,0.08,53.1,27.8,55.1,28,#####,#####,#####,00100000 0010,10010001 0111,AUT,1501,84.4,87,47,4.28,1.2,63,#####,#####,#####,#####,#####,#####,101110,,0,11010110 00000000,1298,#####,32768,11111110 00000000,11111110 00000000,
-1054,C04 - SGC 1615,Time stamp,8/13/2022,4:42:00.2,0,1499,418,1869,301,0.81,L,50.1,240,240,240,416,415,416,744,698,673,50.1,240,239,239,416,417,417,0,0,0,0.054,47.1,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,103,78,41,4.08,1.1,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,
-1055,C05 - SGC1616,Time stamp,8/13/2022,4:42:00.1,0,1500,0,1874,0,0, ,50,239,240,239,414,414,415,0,0,0,50,238,239,238,415,414,414,0,0,0,0,50,27.1,56.6,0,#####,#####,#####,10000000 0000,10000001 0001,AUT,1499,20.2,79,44,4.4,0.1,#####,,,,,,,10111100,,11100,11010110 00000000,,,,,,4147772
-1056,C05 - SGC1616,GCB opened,8/13/2022,4:41:21.4,0,1496,2,1697,41,0.06,L,49.8,248,248,248,430,429,431,0,0,0,49.9,237,238,237,413,413,412,0,0,0,-0.912,48.5,27.1,56.6,0,#####,#####,#####,10000000 0000,10000101 0111,AUT,1494,20.4,81,44,4.24,0.3,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147772
-1057,C05 - SGC1616,Cooling,8/13/2022,4:41:21.4,0,1496,2,1697,47,0.06,L,49.8,248,248,248,429,429,431,0,0,0,49.9,238,238,237,413,413,412,0,0,0,-0.914,48.5,27.1,57.1,0,#####,#####,#####,10000000 0000,10000101 0111,AUT,1494,19,81,44,4.24,0.3,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147772
-1058,C05 - SGC1616,Soft unload,8/13/2022,4:41:12.1,0,1500,314,1690,226,0.81,L,50,240,240,239,415,414,416,682,323,608,50,240,240,240,417,417,417,0,0,0,-0.018,50.7,27.1,57.1,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1501,94.7,81,44,4.2,1.02,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,4147771
-1059,C04 - SGC 1615,Time stamp,8/13/2022,4:41:00.2,0,1498,311,1705,231,0.8,L,50,240,240,240,416,415,415,576,547,527,50,240,239,239,416,417,416,0,0,0,0.046,47.4,27.4,48.8,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,80.7,78,40,4.12,0.76,#####,,,,,,,10111100,,11100,11011110 00000000,,,,,,
